,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_beta_1,param_beta_2,param_hidden_layer_sizes,param_learning_rate_init,param_max_iter,param_n_iter_no_change,param_solver,param_tol,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
322,12.476890802383423,0.6071829795837402,0.0009118318557739258,5.4717063903808594e-05,logistic,0.001,0.09,0.999,"(10, 10, 10, 10)",1e-05,100000,100,sgd,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.09, 'beta_2': 0.999, 'hidden_layer_sizes': (10, 10, 10, 10), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'sgd', 'tol': 1e-09}",-18.954637436024296,-1.976221340794655,-10.465429388409476,8.48920804761482,138
323,89.65846347808838,2.401390790939331,0.001129150390625,0.00011515617370605469,logistic,0.001,0.09,0.999,"(10, 10, 10, 10)",1e-05,100000,100,adam,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.09, 'beta_2': 0.999, 'hidden_layer_sizes': (10, 10, 10, 10), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'adam', 'tol': 1e-09}",-0.02808079454259285,-0.02039727846830588,-0.024239036505449365,0.0038417580371434834,21
324,0.2419905662536621,0.15013384819030762,0.0009765625,3.528594970703125e-05,logistic,0.001,0.09,0.999,"(100, 100)",1e-05,100000,100,lbfgs,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.09, 'beta_2': 0.999, 'hidden_layer_sizes': (100, 100), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'lbfgs', 'tol': 1e-09}",-0.7767646145086962,-115.5922349186122,-58.18449976656045,57.40773515205176,293
325,3.6855307817459106,0.2254725694656372,0.0009268522262573242,9.191036224365234e-05,logistic,0.001,0.09,0.999,"(100, 100)",1e-05,100000,100,sgd,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.09, 'beta_2': 0.999, 'hidden_layer_sizes': (100, 100), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'sgd', 'tol': 1e-09}",-10.786791165772396,-11.416541981383327,-11.101666573577862,0.31487540780546563,141
326,7.259976744651794,0.6098648309707642,0.0008456707000732422,1.0728836059570312e-05,logistic,0.001,0.09,0.999,"(100, 100)",1e-05,100000,100,adam,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.09, 'beta_2': 0.999, 'hidden_layer_sizes': (100, 100), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'adam', 'tol': 1e-09}",-22.192422211825335,-2.5747063455212422,-12.383564278673289,9.808857933152046,149
327,0.1544398069381714,0.0028530359268188477,0.0011307001113891602,0.00016391277313232422,logistic,0.001,0.09,0.999,"(100, 100, 100)",1e-05,100000,100,lbfgs,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.09, 'beta_2': 0.999, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'lbfgs', 'tol': 1e-09}",-0.01040955786832153,-0.004041660307147656,-0.007225609087734593,0.0031839487805869373,7
328,4.636683702468872,0.2533748149871826,0.0011497735977172852,4.2557716369628906e-05,logistic,0.001,0.09,0.999,"(100, 100, 100)",1e-05,100000,100,sgd,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.09, 'beta_2': 0.999, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'sgd', 'tol': 1e-09}",-1.0099552935684615,-1.255963453786296,-1.1329593736773789,0.12300408010891728,55
329,132.86624348163605,74.28180301189423,0.001809835433959961,0.00030493736267089844,logistic,0.001,0.09,0.999,"(100, 100, 100)",1e-05,100000,100,adam,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.09, 'beta_2': 0.999, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'adam', 'tol': 1e-09}",-105.88059593561584,0.4818576656103643,-52.69936913500274,53.1812268006131,284
330,0.0261000394821167,0.008645892143249512,0.0005443096160888672,3.361701965332031e-05,logistic,0.001,0.9,0.0999,"(10, 10)",1e-05,100000,100,lbfgs,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.9, 'beta_2': 0.0999, 'hidden_layer_sizes': (10, 10), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'lbfgs', 'tol': 1e-09}",-313.73882206575223,-100.8633051759796,-207.30106362086593,106.43775844488631,386
331,10.073993921279907,0.14797043800354004,0.0007044076919555664,0.00013124942779541016,logistic,0.001,0.9,0.0999,"(10, 10)",1e-05,100000,100,sgd,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.9, 'beta_2': 0.0999, 'hidden_layer_sizes': (10, 10), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'sgd', 'tol': 1e-09}",-122.69969127787598,-66.5407094154531,-94.62020034666455,28.079490931211446,344
332,52.79265511035919,22.582067370414734,0.0008745193481445312,0.0002129077911376953,logistic,0.001,0.9,0.0999,"(10, 10)",1e-05,100000,100,adam,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.9, 'beta_2': 0.0999, 'hidden_layer_sizes': (10, 10), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'adam', 'tol': 1e-09}",-466.0946690244446,-12.75940478004959,-239.4270369022471,226.66763212219752,393
333,0.015503644943237305,0.011223554611206055,0.0006003379821777344,7.62939453125e-06,logistic,0.001,0.9,0.0999,"(10, 10, 10)",1e-05,100000,100,lbfgs,1e-09,"{'activation': 'logistic', 'alpha': 0.001, 'beta_1': 0.9, 'beta_2': 0.0999, 'hidden_layer_sizes': (10, 10, 10), 'learning_rate_init': 1e-05, 'max_iter': 100000, 'n_iter_no_change': 100, 'solver': 'lbfgs', 'tol': 1e-09}",-0.1860878792269163,-0.1372771331920589,-0.1616825062094876,0.024405373017428705,29
